[-6.8973017]	[0.002]
[-6.8973017]	[0.004]
[-6.8973017]	[0.006]
[-6.8973017]	[0.008]
[-6.8973017]	[0.01]
[-6.8973017]	[0.012]
[-6.8973017]	[0.014]
[-6.8973017]	[0.016]
[3.0730844]	[0.018000000000000002]
[3.0730844]	[0.020000000000000004]
[3.0730844]	[0.022000000000000006]
[3.0730844]	[0.024000000000000007]
[3.0730844]	[0.02600000000000001]
[3.0730844]	[0.02800000000000001]
[3.0730844]	[0.030000000000000013]
[3.0730844]	[0.032000000000000015]
[3.0730844]	[0.034000000000000016]
[3.0730844]	[0.03600000000000002]
[2.945691]	[0.03800000000000002]
[2.945691]	[0.04000000000000002]
[2.945691]	[0.04200000000000002]
[2.945691]	[0.044000000000000025]
[2.945691]	[0.04600000000000003]
[2.945691]	[0.04800000000000003]
[2.945691]	[0.05000000000000003]
[2.945691]	[0.05200000000000003]
[2.945691]	[0.054000000000000034]
[2.945691]	[0.056000000000000036]
[2.945986]	[0.05800000000000004]
[2.945986]	[0.06000000000000004]
[2.945986]	[0.06200000000000004]
[2.945986]	[0.06400000000000004]
[2.945986]	[0.06600000000000004]
[2.945986]	[0.06800000000000005]
[2.945986]	[0.07000000000000005]
[2.945986]	[0.07200000000000005]
[2.945986]	[0.07400000000000005]
[2.945986]	[0.07600000000000005]
[2.9459875]	[0.07800000000000006]
[2.9459875]	[0.08000000000000006]
[2.9459875]	[0.08200000000000006]
[2.9459875]	[0.08400000000000006]
[2.9459875]	[0.08600000000000006]
[2.9459875]	[0.08800000000000006]
[2.9459875]	[0.09000000000000007]
[2.9459875]	[0.09200000000000007]
[2.9459875]	[0.09400000000000007]
[2.9459875]	[0.09600000000000007]
[2.9459853]	[0.09800000000000007]
[2.9459853]	[0.10000000000000007]
[2.9459853]	[0.10200000000000008]
[2.9459853]	[0.10400000000000008]
[2.9459853]	[0.10600000000000008]
[2.9459853]	[0.10800000000000008]
[2.9459853]	[0.11000000000000008]
[2.9459853]	[0.11200000000000009]
[2.9459853]	[0.11400000000000009]
[2.9459853]	[0.11600000000000009]
[2.9459844]	[0.11800000000000009]
[2.9459844]	[0.12000000000000009]
[2.9459844]	[0.1220000000000001]
[2.9459844]	[0.1240000000000001]
[2.9459844]	[0.12600000000000008]
[2.9459844]	[0.12800000000000009]
[2.9459844]	[0.1300000000000001]
[2.9459844]	[0.1320000000000001]
[2.9459844]	[0.1340000000000001]
[2.9459844]	[0.1360000000000001]
[2.9459808]	[0.1380000000000001]
[2.9459808]	[0.1400000000000001]
[2.9459808]	[0.1420000000000001]
[2.9459808]	[0.1440000000000001]
[2.9459808]	[0.1460000000000001]
[2.9459808]	[0.1480000000000001]
[2.9459808]	[0.1500000000000001]
[2.9459808]	[0.1520000000000001]
[2.9459808]	[0.1540000000000001]
[2.9459808]	[0.1560000000000001]
[2.4660246]	[0.1580000000000001]
[2.4660246]	[0.16000000000000011]
[2.4660246]	[0.16200000000000012]
[2.4660246]	[0.16400000000000012]
[2.4660246]	[0.16600000000000012]
[2.4660246]	[0.16800000000000012]
[2.4660246]	[0.17000000000000012]
[2.4660246]	[0.17200000000000013]
[2.4660246]	[0.17400000000000013]
[2.4660246]	[0.17600000000000013]
[2.9627416]	[0.17800000000000013]
[2.9627416]	[0.18000000000000013]
[2.9627416]	[0.18200000000000013]
[2.9627416]	[0.18400000000000014]
[2.9627416]	[0.18600000000000014]
[2.9627416]	[0.18800000000000014]
[2.9627416]	[0.19000000000000014]
[2.9627416]	[0.19200000000000014]
[2.9627416]	[0.19400000000000014]
[2.9627416]	[0.19600000000000015]
[2.9600298]	[0.19800000000000015]
[2.9600298]	[0.20000000000000015]
[2.9600298]	[0.20200000000000015]
[2.9600298]	[0.20400000000000015]
[2.9600298]	[0.20600000000000016]
[2.9600298]	[0.20800000000000016]
[2.9600298]	[0.21000000000000016]
[2.9600298]	[0.21200000000000016]
[2.9600298]	[0.21400000000000016]
[2.9600298]	[0.21600000000000016]
[3.4007342]	[0.21800000000000017]
[3.4007342]	[0.22000000000000017]
[3.4007342]	[0.22200000000000017]
[3.4007342]	[0.22400000000000017]
[3.4007342]	[0.22600000000000017]
[3.4007342]	[0.22800000000000017]
[3.4007342]	[0.23000000000000018]
[3.4007342]	[0.23200000000000018]
[3.4007342]	[0.23400000000000018]
[3.4007342]	[0.23600000000000018]
[2.443836]	[0.23800000000000018]
[2.443836]	[0.24000000000000019]
[2.443836]	[0.2420000000000002]
[2.443836]	[0.2440000000000002]
[2.443836]	[0.2460000000000002]
[2.443836]	[0.2480000000000002]
[2.443836]	[0.25000000000000017]
[2.443836]	[0.25200000000000017]
[2.443836]	[0.25400000000000017]
[2.443836]	[0.25600000000000017]
[2.9651976]	[0.2580000000000002]
[2.9651976]	[0.2600000000000002]
[2.9651976]	[0.2620000000000002]
[2.9651976]	[0.2640000000000002]
[2.9651976]	[0.2660000000000002]
[2.9651976]	[0.2680000000000002]
[2.9651976]	[0.2700000000000002]
[2.9651976]	[0.2720000000000002]
[2.9651976]	[0.2740000000000002]
[2.9651976]	[0.2760000000000002]
[2.962265]	[0.2780000000000002]
[2.962265]	[0.2800000000000002]
[2.962265]	[0.2820000000000002]
[2.962265]	[0.2840000000000002]
[2.962265]	[0.2860000000000002]
[2.962265]	[0.2880000000000002]
[2.962265]	[0.2900000000000002]
[2.962265]	[0.2920000000000002]
[2.962265]	[0.2940000000000002]
[2.962265]	[0.2960000000000002]
[2.958676]	[0.2980000000000002]
[2.958676]	[0.3000000000000002]
[2.958676]	[0.3020000000000002]
[2.958676]	[0.3040000000000002]
[2.958676]	[0.3060000000000002]
[2.958676]	[0.3080000000000002]
[2.958676]	[0.3100000000000002]
[2.958676]	[0.3120000000000002]
[2.958676]	[0.3140000000000002]
[2.958676]	[0.3160000000000002]
[3.39973]	[0.3180000000000002]
[3.39973]	[0.32000000000000023]
[3.39973]	[0.32200000000000023]
[3.39973]	[0.32400000000000023]
[3.39973]	[0.32600000000000023]
[3.39973]	[0.32800000000000024]
[3.39973]	[0.33000000000000024]
[3.39973]	[0.33200000000000024]
[3.39973]	[0.33400000000000024]
[3.39973]	[0.33600000000000024]
[2.4447224]	[0.33800000000000024]
[2.4447224]	[0.34000000000000025]
[2.4447224]	[0.34200000000000025]
[2.4447224]	[0.34400000000000025]
[2.4447224]	[0.34600000000000025]
[2.4447224]	[0.34800000000000025]
[2.4447224]	[0.35000000000000026]
[2.4447224]	[0.35200000000000026]
[2.4447224]	[0.35400000000000026]
[2.4447224]	[0.35600000000000026]
[2.9655285]	[0.35800000000000026]
[2.9655285]	[0.36000000000000026]
[2.9655285]	[0.36200000000000027]
[2.9655285]	[0.36400000000000027]
[2.9655285]	[0.36600000000000027]
[2.9655285]	[0.36800000000000027]
[2.9655285]	[0.3700000000000003]
[2.9655285]	[0.3720000000000003]
[2.9655285]	[0.3740000000000003]
[2.9655285]	[0.3760000000000003]
[2.961638]	[0.3780000000000003]
[2.961638]	[0.3800000000000003]
[2.961638]	[0.3820000000000003]
[2.961638]	[0.3840000000000003]
[2.961638]	[0.3860000000000003]
[2.961638]	[0.3880000000000003]
[2.961638]	[0.3900000000000003]
[2.961638]	[0.3920000000000003]
[2.961638]	[0.3940000000000003]
